PL_NUMBER,PL_AREA,LANDUSE,MAIN_AREA,SERVICE_AREA,CELL_SIZE_TOTAL,CELL_SIZE_MIN,CELL_SIZE_MAX,HOUSING_UNITS,BUILDING_HEIGHT,FLOORS_NUM,TOTAL_AREA,AUTHORITY,DISTRICT,SECTOR_GROUP,CONFIRMATION_YEAR,CONSTRUCTION_TYPE_GROUP
תמל/ 1049,תמל/ 1049-188,מגורים,6960.0,3600.0,3067.0,0.0,0.0,80.0,0.0,13.0,10560.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-197,מגורים,9048.0,4680.0,3734.0,0.0,0.0,104.0,0.0,13.0,13728.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-208,מגורים,14442.0,7470.0,5272.0,0.0,0.0,166.0,0.0,13.0,21912.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-10,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-101,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-103,מגורים,152.0,48.0,413.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-126,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-13,מגורים,152.0,48.0,450.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-14,מגורים,152.0,48.0,450.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-46,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-54,מגורים,152.0,48.0,574.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-61,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-43,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-37,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-39,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-51,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-73,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-79,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-85,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-86,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-138,מגורים,3132.0,1620.0,2662.0,0.0,0.0,36.0,0.0,6.0,4752.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-141,מגורים,3132.0,1620.0,2449.0,0.0,0.0,36.0,0.0,6.0,4752.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-154,מגורים,7830.0,4050.0,5182.0,0.0,0.0,90.0,0.0,6.0,11880.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-148,מגורים,5220.0,2700.0,2911.0,0.0,0.0,60.0,0.0,8.0,7920.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-136,מגורים,3132.0,1620.0,2651.0,0.0,0.0,36.0,0.0,6.0,4752.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-169,מגורים,6612.0,3420.0,3890.0,0.0,0.0,76.0,0.0,8.0,10032.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-221,מגורים,12876.0,6660.0,5006.0,0.0,0.0,148.0,0.0,15.0,19536.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-259,מגורים,9048.0,4680.0,3375.0,0.0,0.0,104.0,0.0,13.0,13728.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-264,מגורים,9744.0,5040.0,3713.0,0.0,0.0,112.0,0.0,15.0,14784.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-272,מגורים,8700.0,4500.0,3112.0,0.0,0.0,100.0,0.0,12.0,13200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-122,מגורים,152.0,48.0,419.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-99,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-200,מגורים,8526.0,4410.0,4077.0,0.0,0.0,98.0,0.0,13.0,12936.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-173,מגורים,5046.0,2610.0,2917.0,0.0,0.0,58.0,0.0,8.0,7656.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-105,מגורים,152.0,48.0,630.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-108,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-109,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-127,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-18,מגורים,152.0,48.0,450.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-45,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-47,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-63,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-26,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-53,מגורים,152.0,48.0,632.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-68,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-78,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-80,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-152,מגורים,5046.0,2610.0,2912.0,0.0,0.0,58.0,0.0,8.0,7656.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-162,מגורים,6960.0,3600.0,4242.0,0.0,0.0,80.0,0.0,8.0,10560.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-160,מגורים,8352.0,4320.0,5357.0,0.0,0.0,96.0,0.0,8.0,12672.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-167,מגורים,5220.0,2700.0,2775.0,0.0,0.0,60.0,0.0,8.0,7920.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-244,מגורים,6090.0,3150.0,1645.0,0.0,0.0,70.0,0.0,15.0,9240.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-213,מגורים,6960.0,3600.0,3034.0,0.0,0.0,80.0,0.0,13.0,10560.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-257,מגורים,6960.0,3600.0,3117.0,0.0,0.0,80.0,0.0,13.0,10560.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-225,מגורים,6612.0,3420.0,2917.0,0.0,0.0,76.0,0.0,12.0,10032.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-260,מגורים,12354.0,6390.0,4812.0,0.0,0.0,142.0,0.0,13.0,18744.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-261,מגורים,12528.0,6480.0,4809.0,0.0,0.0,144.0,0.0,13.0,19008.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-237,מגורים,11832.0,6120.0,4921.0,0.0,0.0,136.0,0.0,12.0,17952.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-119,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-71,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-190,מגורים,8970.0,4635.0,3708.0,0.0,0.0,103.0,0.0,13.0,13605.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-206,מגורים,6960.0,3600.0,2977.0,0.0,0.0,80.0,0.0,13.0,10560.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-11,מגורים,152.0,48.0,406.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-19,מגורים,152.0,48.0,498.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-59,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-66,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-20,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-27,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-3,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-44,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-74,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-82,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-163,מגורים,10962.0,5670.0,5470.0,0.0,0.0,126.0,0.0,8.0,16632.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-157,מגורים,5220.0,2700.0,2877.0,0.0,0.0,60.0,0.0,8.0,7920.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-240,מגורים,6612.0,3420.0,3022.0,0.0,0.0,76.0,0.0,12.0,10032.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-243,מגורים,5394.0,2790.0,2018.0,0.0,0.0,62.0,0.0,13.0,8184.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-235,מגורים,11745.0,6075.0,4767.0,0.0,0.0,135.0,0.0,12.0,17820.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-12,מגורים,152.0,48.0,470.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-130,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-89,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-97,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-201,מגורים,7656.0,3960.0,2737.0,0.0,0.0,88.0,0.0,15.0,11616.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-193,מגורים,9030.0,4680.0,3479.0,0.0,0.0,104.0,0.0,13.0,13710.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-187,מגורים,13920.0,7200.0,5468.0,0.0,0.0,160.0,0.0,13.0,21120.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-191,מגורים,8961.0,4635.0,3479.0,0.0,0.0,103.0,0.0,13.0,13596.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-104,מגורים,152.0,48.0,470.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-128,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-55,מגורים,152.0,48.0,427.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-22,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-25,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-28,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-31,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-81,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-8,מגורים,152.0,48.0,435.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-84,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-155,מגורים,6264.0,3240.0,4366.0,0.0,0.0,72.0,0.0,6.0,9504.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-150,מגורים,5046.0,2610.0,3213.0,0.0,0.0,58.0,0.0,8.0,7656.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-151,מגורים,5220.0,2700.0,2786.0,0.0,0.0,60.0,0.0,8.0,7920.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-239,מגורים,6612.0,3420.0,2891.0,0.0,0.0,76.0,0.0,12.0,10032.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-216,מגורים,9744.0,5040.0,3438.0,0.0,0.0,112.0,0.0,15.0,14784.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-253,מגורים,9744.0,5040.0,2988.0,0.0,0.0,112.0,0.0,15.0,14784.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-238,מגורים,11832.0,6120.0,5008.0,0.0,0.0,136.0,0.0,12.0,17952.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-116,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-95,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-192,מגורים,9057.0,4680.0,3644.0,0.0,0.0,104.0,0.0,13.0,13737.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-185,מגורים,14442.0,7470.0,5337.0,0.0,0.0,166.0,0.0,13.0,21912.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-189,מגורים,5394.0,2790.0,2042.0,0.0,0.0,62.0,0.0,13.0,8184.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-196,מגורים,9048.0,4680.0,4081.0,0.0,0.0,104.0,0.0,13.0,13728.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-205,מגורים,5394.0,2790.0,2180.0,0.0,0.0,62.0,0.0,13.0,8184.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-1,מגורים,152.0,48.0,587.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-112,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-124,מגורים,152.0,48.0,435.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-60,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-65,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-62,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-32,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-42,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-40,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-5,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-72,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-83,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-144,מגורים,6612.0,3420.0,3891.0,0.0,0.0,76.0,0.0,8.0,10032.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-161,מגורים,8178.0,4230.0,4420.0,0.0,0.0,94.0,0.0,12.0,12408.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-156,מגורים,5220.0,2700.0,2877.0,0.0,0.0,60.0,0.0,8.0,7920.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-215,מגורים,12702.0,6570.0,5197.0,0.0,0.0,146.0,0.0,13.0,19272.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-251,מגורים,5394.0,2790.0,1629.0,0.0,0.0,62.0,0.0,13.0,8184.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-236,מגורים,8178.0,4230.0,3905.0,0.0,0.0,94.0,0.0,12.0,12408.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
